,Open,High,Close
0,848.9400019999999,850.820007,849.080017
1,856.3099980000001,856.48999,849.849976
2,851.3800050000001,858.0,856.75
3,847.349976,848.830017,844.929993
4,844.9500119999999,850.669983,849.669983
5,847.650024,848.3599849999999,847.8099980000001
6,851.080017,852.6199949999999,851.0
7,848.0,853.7899779999999,851.3599849999999
8,847.98999,852.2000119999999,849.2700199999999
9,841.3099980000001,846.9400019999999,846.5499880000001
10,838.5,842.6900019999999,842.169983
11,838.8099980000001,841.7700199999999,837.320007
12,839.7700199999999,842.0,840.0300289999999
13,837.700012,841.73999,838.9600220000001
14,832.950012,837.150024,834.849976
15,831.72998,831.97998,830.0599980000001
16,830.530029,834.25,829.880005
17,825.5,831.919983,829.22998
18,820.919983,822.3900150000001,821.619995
19,823.130005,826.130005,820.130005
20,815.0,824.5599980000001,818.26001
21,824.0,824.0,815.23999
22,819.5,823.070007,820.1900019999999
23,837.0599980000001,837.22998,823.830017
24,859.0,867.0,845.0300289999999
25,859.0499880000001,861.0,856.9799800000001
26,853.5499880000001,858.7899779999999,858.4500119999999
27,846.9799800000001,851.5200199999999,849.5300289999999
28,831.6099849999999,845.5399779999999,844.429993
29,829.090027,829.23999,828.169983
30,829.0,833.0,824.369995
31,829.799988,829.8099980000001,829.02002
32,830.0,830.179993,827.460022
33,831.0,834.650024,830.9400019999999
34,828.380005,830.380005,829.530029
35,826.619995,829.900024,829.8599849999999
36,827.070007,829.409973,826.01001
37,826.369995,830.429993,827.179993
38,814.98999,828.960022,825.210022
39,807.5,813.73999,813.02002
40,809.8900150000001,813.429993,807.77002
41,800.619995,811.4400019999999,808.01001
42,803.210022,803.289978,792.450012
43,802.330017,805.75,802.880005
44,813.330017,813.330017,804.570007
45,808.679993,816.0,809.929993
46,808.01001,810.969971,807.799988
47,809.099976,811.070007,809.679993
48,815.719971,815.719971,812.200012
49,813.369995,816.48999,815.200012
50,809.280029,816.219971,812.5
51,818.3099980000001,819.200012,809.840027
52,817.3599849999999,823.0,815.650024
53,815.919983,824.26001,817.8900150000001
54,812.3900150000001,824.299988,815.340027
55,804.820007,811.349976,807.900024
56,799.299988,809.950012,809.450012
57,792.950012,799.0,795.169983
58,779.950012,792.0,791.469971
59,780.1900019999999,785.280029,776.179993
60,770.0,780.0,778.219971
61,761.900024,770.5,764.460022
62,778.549988,778.599976,764.330017
63,789.099976,791.51001,775.880005
64,788.380005,796.4400019999999,789.4400019999999
65,778.349976,799.73999,785.789978
66,782.6099849999999,782.900024,780.22998
67,789.52002,789.52002,779.0
68,788.98999,793.77002,785.0
69,778.099976,786.549988,784.799988
70,787.169983,791.289978,775.969971
71,782.5,788.900024,786.159973
72,770.419983,783.5,779.97998
73,765.469971,780.23999,775.159973
74,771.76001,771.780029,753.219971
75,776.8099980000001,777.289978,771.75
76,810.0,810.0599980000001,780.289978
77,801.830017,811.710022,805.590027
78,802.030029,816.039978,811.97998
79,794.950012,805.0,802.030029
80,771.299988,788.47998,781.099976
81,784.5,790.0,782.1900019999999
82,806.76001,806.76001,788.419983
83,810.869995,813.960022,805.47998
84,822.429993,822.630005,809.900024
85,829.9400019999999,839.0,819.5599980000001
86,823.01001,826.580017,817.349976
87,827.119995,827.710022,822.099976
88,838.5,838.5,828.549988
89,830.090027,837.9400019999999,835.73999
90,820.0,824.289978,824.0599980000001
91,827.5599980000001,828.469971,821.630005
92,822.880005,829.799988,826.840027
93,814.210022,828.8099980000001,821.48999
94,805.98999,813.48999,806.840027
95,807.450012,810.090027,804.599976
96,806.070007,806.5599980000001,804.080017
97,811.960022,814.5,811.77002
98,814.169983,819.8599849999999,809.570007
99,803.929993,817.380005,814.169983
100,805.929993,805.9400019999999,800.710022
101,804.080017,806.950012,803.080017
102,806.0,808.5,801.22998
103,805.0,806.5,802.789978
104,802.549988,803.539978,800.380005
105,803.599976,808.090027,804.0599980000001
106,807.22998,813.909973,802.6400150000001
107,804.080017,810.25,810.0599980000001
108,801.830017,813.48999,810.72998
109,809.820007,810.080017,802.650024
110,815.1400150000001,817.0,814.960022
111,810.0,819.0599980000001,815.950012
112,801.26001,805.909973,805.030029
113,800.0,802.75,799.780029
114,801.1099849999999,803.98999,795.3900150000001
115,799.02002,799.02002,797.969971
116,790.01001,803.650024,801.22998
117,787.530029,796.330017,790.460022
118,794.01001,795.789978,788.719971
119,784.52002,800.169983,798.820007
120,798.77002,801.75,788.47998
